Tytuł,Opis,Cena,Metraż
Stare Miasto Piątkowo os Stefana Batorego,Poznań,460000,55.3
Nowa Huta Czyżyny Nowohucka 46,Kraków,341200,34.12
Stare Miasto Kleparz,Kraków,1053910,87.1
Krowodrza Prądnicka,Kraków,890460,65.96
Jeżyce Bonin Turkusowa,Poznań,345000,47.0
Mokotów Stegny,Warszawa,334000,31.0
ŁagiewnikiBorek Fałęcki Borek Fałęcki Żywiecka,Kraków,899000,82.0
Jeżyce Adama Mickiewicza,Poznań,991750,110.81
Mokotów ul Domaniewska 34B,Warszawa,454800,30.07
Mistrzejowice ul Piasta Kołodzieja,Kraków,450528,57.76
Grzegórzki ul Fabryczna,Kraków,933939,75.93
Nowa Huta Osiedle Słoneczne,Kraków,249000,26.1
Mistrzejowice,Kraków,399999,47.6
Ochota al Aleje Jerozolimskie,Warszawa,1250000,102.0
Bemowo Górce,Warszawa,726000,78.0
Mokotów Stegny,Warszawa,1351840,84.49
Stare Miasto Centrum ul Mieczysława Niedziałkowskiego,Poznań,644400,53.7
Grzegórzki ul Grzegórzecka,Kraków,466620,33.33
Nowa Huta os Centrum C,Kraków,415000,39.0
Mokotów ul Racławicka 42,Warszawa,540000,48.0
Dębniki Ruczaj Chmieleniec,Kraków,645000,68.0
Bielany Wrzeciono Jana Kasprowicza,Warszawa,495000,49.0
Podgórze Koszykarska,Kraków,475000,57.88
Wesoła Stara Miłosna,Warszawa,414656,54.56
Stare Miasto Naramowice,Poznań,541000,76.0
Mokotów Atrakcyjny system 1090 Kup korzystnie,Warszawa,385720,28.1
Stare Miasto św Gertrudy,Kraków,410000,29.48
PragaPołudnie Grochów Grenadierów,Warszawa,440450,38.3
Ursus ul Stanisława Wojciechowskiego 54,Warszawa,350000,38.0
Stare Miasto Centrum Piekary,Poznań,405000,90.0
Ursus Dzieci Warszawy,Warszawa,467900,51.55
Targówek,Warszawa,399000,38.0
Bronowice ul Józefa Chełmońskiego,Kraków,520000,47.5
Wola,Warszawa,744000,50.0
Bielany Wrzeciono,Warszawa,499900,56.04
Prądnik Czerwony ul Dobrego Pasterza,Kraków,350000,26.62
Bieńczyce,Kraków,285000,36.0
Wilda ul Różana,Poznań,299000,45.0
Mokotów Dolny Mokotów Górska,Warszawa,605000,46.3
Nowe Miasto Antoninek abpa Walentego Dymka,Poznań,774367,82.82
Grzegórzki,Kraków,265000,20.0
Grzegórzki ul św Łazarza,Kraków,687500,44.36
PragaPołudnie ul gen Augusta Emila Fieldorfa,Warszawa,1160000,78.0
Białołęka Kasztanowa,Warszawa,457000,47.9
Podgórze Solna,Kraków,880000,68.48
Stare Miasto,Kraków,853391,36.13
Dębniki Dębnicki,Kraków,1290000,96.0
Nowa Huta Czyżyny os Dywizjonu 303,Kraków,655000,70.0
Dębniki Ruczaj dr Jana Piltza,Kraków,428000,52.64
Nowa Huta Czyżyny Nowohucka 46,Kraków,436230,47.16
Nowa Huta Czyżyny Nowohucka 46,Kraków,372632,35.83
Podgórze Duchackie Wola Duchacka Kamieńskiego,Kraków,529000,60.0
Podgórze ul Stanisława Klimeckiego,Kraków,469000,39.07
Dębniki KlinyZacisze,Kraków,440000,46.54
Śródmieście ul Piwna,Warszawa,2800000,84.0
Podgórze,Kraków,385000,44.0
Mistrzejowice os Bohaterów Września,Kraków,507000,74.0
Nowe Miasto Rataje Rondo Rataje,Poznań,370000,48.4
Prądnik Biały Stefana Banacha,Kraków,489491,60.65
Nowe Miasto Malta ul Katowicka,Poznań,403338,39.35
Prądnik Czerwony,Kraków,425000,31.37
Grzegórzki ul Fabryczna,Kraków,715780,55.06
Nowe Miasto Malta ul Katowicka,Poznań,599600,74.95
Jeżyce Podolany,Poznań,636000,88.59
Nowe Miasto Malta ul Katowicka,Poznań,596790,66.31
Bieńczyce,Kraków,330000,37.95
Śródmieście Nowe Miasto Piwna,Warszawa,1050000,60.55
Jeżyce Poznańska,Poznań,677000,79.1
Prądnik Biały ul Stefana Banacha,Kraków,475176,60.92
BieżanówProkocim Konrada Wallenroda,Kraków,406000,40.0
Mistrzejowice Piasta Kołodzieja,Kraków,336518,36.98
Stare Miasto Wawel Sukiennicza,Kraków,1400000,71.0
Prądnik Biały,Kraków,630000,90.0
PragaPółnoc,Warszawa,1600000,90.59
Białołęka,Warszawa,365000,37.0
ŁagiewnikiBorek Fałęcki Borek Fałęcki,Kraków,899470,81.8
Wilda,Poznań,360000,50.0
Mistrzejowice ul Piasta Kołodzieja,Kraków,354351,40.73
Bemowo ul gen Tadeusza Pełczyńskiego,Warszawa,800000,71.11
Prądnik Biały Henryka Pachońskiego,Kraków,384842,39.88
Mokotów Sielce Chełmska,Warszawa,1690000,109.0
Rembertów,Warszawa,350000,38.0
Prądnik Biały Górka Narodowa,Kraków,339000,36.0
Bronowice Bronowice Małe Wizjonerów,Kraków,760000,70.0
Wawer Falenica,Warszawa,449000,59.0
Wilanów ul Prymasa Augusta Hlonda,Warszawa,799900,61.0
Prądnik Biały Białoprądnicka,Kraków,443000,48.5
PragaPołudnie Gocław Marsa,Warszawa,542300,64.95
PragaPołudnie,Warszawa,1105000,85.0
Mistrzejowice,Kraków,572520,73.4
PragaPółnoc Radzymińska,Warszawa,417216,40.38
BieżanówProkocim ul Mariana Domagały,Kraków,324880,52.4
Stare Miasto,Poznań,415000,52.4
Włochy Okęcie Aleja Dwudziestolatków,Warszawa,379000,37.2
Wola ul Jana Kazimierza,Warszawa,549000,47.0
Prądnik Biały Stefana Banacha,Kraków,681059,79.64
Grunwald,Poznań,389000,50.7
Targówek Bródno,Warszawa,352500,37.5
Jeżyce Stanisława Szczepanowskiego,Poznań,517030,65.49
Mokotów ul Kłobucka,Warszawa,479900,43.93
Wawer,Warszawa,279372,30.04
Stare Miasto al 29 Listopada,Kraków,669000,58.94
Prądnik Biały Górka Narodowa ks Józefa Meiera,Kraków,495000,60.0
Prądnik Czerwony Rakowice bp Jana Prandoty,Kraków,379999,29.3
PragaPółnoc ul Szwedzka,Warszawa,734107,60.5
Grzegórzki Olsza ul Żułowska,Kraków,155000,30.0
Grunwald Górczyn ul Romana Dmowskiego,Poznań,468600,61.52
Grunwald,Poznań,375000,53.0
Śródmieście Powiśle,Warszawa,961620,43.71
Prądnik Biały Azory Mariana Smoluchowskiego,Kraków,590000,52.0
Stare Miasto Kleparz Długa,Kraków,799000,69.0
Wola,Warszawa,530000,56.2
Nowe Miasto Główna Smolna,Poznań,599000,53.0
Dębniki Sidzina Bronisława Geremka,Kraków,423000,63.2
Ursus,Warszawa,460000,47.36
Nowe Miasto Malta ul Katowicka,Poznań,531090,59.01
BieżanówProkocim,Kraków,375000,40.85
Nowa Huta,Kraków,370000,45.0
Śródmieście Górnośląska,Warszawa,675000,44.81
Dębniki,Kraków,579000,46.35
PragaPołudnie Gocław,Warszawa,499512,45.58
Wawer Marysin Wawerski ul Bluszczowa,Warszawa,484642,54.15
Nowe Miasto Zawady Studzienna,Poznań,264317,34.66
Dębniki ul Sandomierska,Kraków,795120,66.26
Grzegórzki,Kraków,649990,50.0
Prądnik Biały Henryka Pachońskiego,Kraków,478350,53.15
Nowe Miasto Rataje os Armii Krajowej,Poznań,399999,77.25
Stare Miasto Naramowice ul Czarnucha,Poznań,346076,48.95
Wola,Warszawa,1026975,98.7
PragaPołudnie Gocław Władysława Umińskiego,Warszawa,525000,59.3
Wawer poematu,Warszawa,599000,56.4
PragaPołudnie,Warszawa,385000,48.0
Śródmieście,Warszawa,1465000,68.74
Rembertów Stary Rembertów,Warszawa,295000,35.81
Śródmieście Madalińskiego,Kraków,704439,41.4
Stare Miasto,Poznań,533688,75.3
Prądnik Czerwony Ugorek,Kraków,245000,19.86
Ursynów al Komisji Edukacji Narodowej,Warszawa,959000,75.0
Krowodrza Fryderyka Chopina,Kraków,1590000,100.0
Śródmieście,Warszawa,900000,56.0
BieżanówProkocim Bieżanów Agatowa,Kraków,367400,51.0
Prądnik Biały Azory,Kraków,330000,37.0
Nowe Miasto ul Katowicka,Poznań,546250,57.5
Stare Miasto Winogrady,Poznań,399000,65.0
Warszawa mazowieckie,Warszawa,469025,53.88
Prądnik Biały Szymona Zimorowicza,Kraków,475099,53.04
Grzegórzki Dąbie Pokoju,Kraków,472876,64.78
Mistrzejowice,Kraków,434970,48.33
Prądnik Biały al 29 Listopada,Kraków,440775,58.77
Nowa Huta Fatimska,Kraków,400000,53.0
Podgórze Bonarka Walerego Sławka,Kraków,559000,62.66
Prądnik Biały Mikołaja Reja,Kraków,550000,67.63
Stare Miasto Centrum gen Tadeusza Kutrzeby,Poznań,699000,69.0
Prądnik Czerwony Wileńska,Kraków,540000,60.0
Bemowo,Warszawa,665900,59.0
Włochy,Warszawa,569000,60.0
Jeżyce Ogrody,Poznań,585000,64.18
Podgórze Duchackie ul Sebastiana Klonowica,Kraków,543120,67.89
Grunwald Ławica Bułgarska,Poznań,456235,65.41
Mokotów Białej Koniczyny,Warszawa,2434306,154.0
PragaPołudnie ul Garwolińska,Warszawa,413000,46.0
PragaPołudnie,Warszawa,460000,46.0
PragaPołudnie Grochowska,Warszawa,240275,24.36
Ursus,Warszawa,549000,63.84
Stare Miasto ul gen Romana Sołtyka,Kraków,1500000,134.0
Mistrzejowice ul Piasta Kołodzieja,Kraków,410184,50.64
Mokotów,Warszawa,390000,31.0
PragaPołudnie,Warszawa,480000,48.0
Dębniki,Kraków,629000,48.13
PragaPołudnie Gocław Międzyborska 19,Warszawa,650000,52.0
Stare Miasto Winogrady Wilczak 20,Poznań,394320,49.6
Śródmieście,Warszawa,950000,60.0
Nowa Huta Czyżyny,Kraków,441243,44.57
Prądnik Czerwony Jakuba Majora,Kraków,1350000,118.5
Grunwald,Poznań,355000,44.0
PragaPółnoc,Warszawa,340000,26.0
Ursus ul Górna Droga,Warszawa,410000,45.0
Swoszowice Macieja Dębskiego,Kraków,448500,67.0
ŁagiewnikiBorek Fałęcki Borek Fałęcki,Kraków,889470,81.8
Wilanów,Warszawa,650000,51.04
Mokotów Białej Koniczyny,Warszawa,2715606,168.0
Podgórze Duchackie ul Walerego Sławka,Kraków,399000,38.86
Śródmieście Frycza Modrzewskiego,Kraków,569000,48.4
Prądnik Biały,Kraków,515000,55.3
Podgórze,Kraków,738172,74.45
Jeżyce,Poznań,479000,79.37
Ochota Szczęśliwice Zadumana,Warszawa,1100000,90.4
Wawer Miedzeszyn Celulozy,Warszawa,525000,75.0
Targówek,Warszawa,1220000,88.0
Wilda Dębiec,Poznań,299000,37.5
Mistrzejowice ul Piasta Kołodzieja,Kraków,729902,87.94
Włochy CH Reduta Blue City,Warszawa,591000,63.68
Białołęka,Warszawa,377890,57.15
Zwierzyniec Jesionowa,Kraków,769940,56.2
Grzegórzki ul Fabryczna,Kraków,1068993,86.91
Grunwald,Poznań,349000,42.42
Wilda ul Przemysłowa,Poznań,310000,36.31
Stare Miasto ul Szyperska Garbary,Poznań,536224,51.56
Bemowo,Warszawa,499000,61.23
Śródmieście,Warszawa,828836,69.77
Mokotów Sielce Jazgarzewska,Warszawa,2490000,133.87
Wilanów Marconich,Warszawa,1190000,136.0
Bielany,Warszawa,325000,27.0
Mokotów ul Domaniewska 34B,Warszawa,477500,31.08
Dębniki KlinyZacisze ul Anny SzwedŚniadowskiej 44,Kraków,440000,46.54
Targówek ul Janinówka,Warszawa,547000,58.6
Śródmieście Mogilska,Kraków,569000,48.69
Grunwald Ławica Bukowska,Poznań,379000,76.41
Mistrzejowice Piasta Kołodzieja,Kraków,389016,36.02
Żoliborz,Warszawa,1157700,88.0
Włochy ul Budki Szczęśliwickie,Warszawa,573000,61.0
Stare Miasto Piątkowo os Stefana Batorego,Poznań,445000,75.1
Krowodrza al Kijowska,Kraków,669000,65.0
Stare Miasto,Poznań,435000,55.0
Śródmieście,Warszawa,1456000,108.0
Mokotów Złoty Potok,Warszawa,394000,37.42
Nowa Huta Czyżyny ul Woźniców,Kraków,414000,34.5
Śródmieście Stare Miasto Świętojańska,Warszawa,940000,47.0
Stare Miasto Floriańska,Kraków,1250000,68.0
Rembertów Chełmżyńska,Warszawa,225898,25.24
Mokotów Cybernetyki,Warszawa,849000,86.29
Krowodrza Konarskiego,Kraków,699000,113.0
Dębniki Barska,Kraków,349000,31.0
Krowodrza ul Nawojki,Kraków,740000,62.73
Prądnik Czerwony ul Promienistych,Kraków,452270,46.15
Bielany,Warszawa,890000,63.0
BieżanówProkocim,Kraków,445608,61.89
małopolskie,Kraków,399000,44.21
Targówek,Warszawa,335000,35.0
Podgórze Duchackie Wola Duchacka,Kraków,489600,61.2
Ochota Bitwy Warszawskiej 1920 r,Warszawa,735000,49.2
Swoszowice Leona Petrażyckiego,Kraków,495000,92.0
Mokotów Złoty Potok,Warszawa,435000,39.5
Stare Miasto Piątkowo ul Teofila Mateckiego,Poznań,406725,54.23
Podgórze Zabłocie płk Ryszarda Kuklińskiego,Kraków,527138,49.73
Nowa Huta Czyżyny os Dywizjonu 303,Kraków,240000,24.0
Stare Miasto,Kraków,1150000,95.5
PragaPołudnie,Warszawa,550000,56.0
Białołęka Atrakcyjna,Warszawa,370000,53.0
Stare Miasto,Poznań,455000,64.9
Nowe Miasto Malta ul Katowicka,Poznań,417605,49.13
Ursynów ul Stanisława Herbsta,Warszawa,1200000,91.0
Nowa Huta Czyżyny,Kraków,398000,52.0
Stare Miasto Naramowice ul Czarnucha,Poznań,646693,91.47
Grzegórzki,Kraków,1999000,99.95
Podgórze ul płk Ryszarda Kuklińskiego 7,Kraków,520354,49.09
Bielany ul Rudzka 5,Warszawa,783400,58.59
Podgórze ul Wielicka,Kraków,349354,38.4
Krowodrza,Kraków,360000,37.1
Ochota Grójecka,Warszawa,810000,54.0
Mokotów,Warszawa,530000,53.15
Białołęka,Warszawa,540000,65.0
Podgórze Płaszów Myśliwska,Kraków,423000,56.05
Dębniki Ruczaj,Kraków,458068,49.79
Mokotów Górny Mokotów,Warszawa,1650000,74.0
Podgórze Duchackie Wola Duchacka,Kraków,509000,55.5
BieżanówProkocim ul Nefrytowa,Kraków,328800,54.0
PragaPołudnie Łukowska,Warszawa,955000,108.0
Bielany Marymont Ul Słowiańska 23,Warszawa,714248,46.99
Nowa Huta Czyżyny ul prof Michała Życzkowskiego,Kraków,679000,39.27
ŁagiewnikiBorek Fałęcki Borek Fałęcki MontwiłłaMireckiego,Kraków,295000,27.0
Stare Miasto Centrum Zielona,Poznań,199000,41.83
Dębniki KlinyZacisze Komuny Paryskiej,Kraków,684972,69.29
Stare Miasto Centrum Piekary,Poznań,339900,73.0
Stare Miasto Kazimierz Beera Meiselsa,Kraków,1200000,62.0
PragaPołudnie,Warszawa,625000,38.0
Podgórze Duchackie Piaski Wielkie Łużycka,Kraków,420000,56.1
Dębniki Ruczaj Przemiarki,Kraków,530000,54.8
Mokotów,Warszawa,896299,89.63
Grunwald Jeleniogórska 13,Poznań,472788,68.52
Stare Miasto Wilczak Wilczak 16 A,Poznań,468702,60.09
Dębniki Wacława Lipińskiego,Kraków,609000,58.0
Prądnik Biały Górka Narodowa,Kraków,449980,59.82
ŁagiewnikiBorek Fałęcki Borek Fałęcki Tokarska,Kraków,249000,26.0
Ochota,Warszawa,275000,20.0
Nowe Miasto Warszawskie Warszawska,Poznań,510000,51.0
Ursynów,Warszawa,430000,43.8
Jeżyce Podolany,Poznań,489000,55.72
Żoliborz ul Piaskowa,Warszawa,1100000,76.2
Podgórze,Kraków,660000,75.1
Grzegórzki ul płk Francesco Nullo,Kraków,836252,76.37
Podgórze Stare Podgórze,Kraków,499000,37.2
Bielany Heroldów,Warszawa,385000,36.0
Wola Prosta,Warszawa,814999,33.59
Stare Miasto Mikołaja Zyblikiewicza,Kraków,680000,68.06
Bronowice Juliusza Lea,Kraków,1272770,107.0
Centrum,Warszawa,325000,18.0
Nowa Huta Czyżyny Nowohucka 46,Kraków,604752,70.32
Grunwald Łazarz,Poznań,540000,73.7
Zwierzyniec Emaus,Kraków,1516000,95.0
Bemowo Kawy,Warszawa,715000,67.0
Zwierzyniec ul Piotra Borowego,Kraków,693000,46.0
Wola Juliana Konstantego Ordona,Warszawa,791770,80.1
Nowe Miasto Malta ul Katowicka,Poznań,648150,86.42
Centrum,Warszawa,260000,18.0
Stare Miasto Naramowice Naramowicka Sielawy Karpia,Poznań,334414,50.41
Rembertów ul Chełmżyńska,Warszawa,469630,67.09
PragaPołudnie Olszynka Grochowska ul Szklanych Domów,Warszawa,555000,57.0
Stare Miasto Westerplatte,Kraków,1150000,51.46
Śródmieście Powiśle,Warszawa,2026276,74.7
Bronowice ul Bronowicka 5,Kraków,459996,37.81
Jeżyce Adama Mickiewicza,Poznań,913747,83.83
Nowe Miasto Rataje os Stare Żegrze,Poznań,469000,64.0
Mokotów ul Jana Pawła Woronicza,Warszawa,540000,47.0
Nowe Miasto Śródka,Poznań,327625,45.44
Nowe Miasto Malta Florentyny Luboińskiej 5,Poznań,535154,76.56
Zwierzyniec Salwator okolice al Focha,Kraków,693000,43.75
Podgórze Duchackie Walerego Sławka,Kraków,419000,44.25
Prądnik Biały,Kraków,481080,50.64
Nowe Miasto Malta ul Katowicka,Poznań,370092,40.01
Prądnik Biały,Kraków,483226,68.06
Mistrzejowice,Kraków,692889,97.59
Mokotów Górny Mokotów,Warszawa,408000,37.5
Mokotów Dolny Mokotów Sułkowicka,Warszawa,990000,50.5
Ursynów Gawota,Warszawa,560000,56.0
Stare Miasto Wilczak Wilczak 16 A,Poznań,410628,54.03
BieżanówProkocim Agatowa,Kraków,364409,51.02
Mokotów,Warszawa,2200000,102.0
Wesoła ul Warszawska,Warszawa,665000,66.0
Mokotów,Warszawa,1106270,100.57
Nowe Miasto Starołęka Starołęcka,Poznań,290304,40.32
Ochota,Warszawa,763805,54.95
BieżanówProkocim Kozłówek Na Kozłówce,Kraków,459000,53.1
Śródmieście Śródmieście Południowe ul Hoża,Warszawa,720000,45.82
PragaPółnoc ks Ignacego Kłopotowskiego,Warszawa,425000,36.1
Stare Miasto Piątkowo os Bolesława Śmiałego,Poznań,425000,63.0
Włochy Okęcie,Warszawa,499000,45.0
Mokotów ul Domaniewska 34B,Warszawa,799900,63.04
Bielany Piaski Władysława Broniewskiego,Warszawa,445000,51.0
PragaPółnoc ul Szwedzka,Warszawa,783832,61.17
Dębniki Podhalańska,Kraków,820000,81.0
Rembertów ul Chełmżyńska,Warszawa,498846,70.26
Prądnik Czerwony ul Zenona Klemensiewicza,Kraków,227430,15.34
Wola Juliusza Konstantego Ordona,Warszawa,440000,53.0
Śródmieście,Warszawa,872734,76.82
Podgórze Seweryna Goszczyńskiego,Kraków,466362,48.83
Stare Miasto Garbary,Poznań,674360,66.67
Swoszowice ul Borkowska,Kraków,360000,33.27
Bronowice Bronowice Małe Na Błonie,Kraków,437000,53.0
Jeżyce Wola ul Janusza Meissnera,Poznań,351147,38.63
Stare Miasto Długa,Kraków,999999,100.0
Grzegórzki,Kraków,899000,75.45
Targówek,Warszawa,419000,46.0
Żoliborz,Warszawa,1880000,101.5
Jeżyce,Poznań,299586,44.76
Podgórze Płaszów,Kraków,495000,51.5
Wilanów Syta,Warszawa,811500,91.1
Białołęka Kobiałka ul Żeglugi Wiślanej,Warszawa,388000,50.4
Bemowo,Warszawa,629000,72.6
Dębniki Ruczaj prof Władysława Konopczyńskiego,Kraków,575820,63.98
Stare Miasto,Kraków,1350000,140.0
PragaPółnoc,Warszawa,1000000,62.5
Nowe Miasto Malta abpa Walentego Dymka,Poznań,378724,51.88
Mokotów Służewiec,Warszawa,950000,85.0
Podgórze,Kraków,653076,74.98
PragaPołudnie Gocław,Warszawa,625260,59.32
Podgórze ul Koszykarska,Kraków,547319,54.19
ŁagiewnikiBorek Fałęcki Borek Fałęcki Tokarska,Kraków,249000,29.0
Bemowo,Warszawa,600000,53.0
PragaPołudnie Gocław,Warszawa,603200,54.96
Krowodrza,Kraków,360000,34.0
Nowe Miasto Malta ul Katowicka,Poznań,333125,32.5
Stare Miasto św Tomasza,Kraków,799000,45.25
Dębniki Kobierzyńska,Kraków,429000,39.04
PragaPołudnie Grochów,Warszawa,768000,63.1
Warszawa mazowieckie,Warszawa,760000,63.41
Bemowo ul Obrońców Tobruku,Warszawa,599000,50.0
BieżanówProkocim Górników,Kraków,659000,76.8
Stare Miasto Kazimierz Elizy Orzeszkowej,Kraków,1230000,158.0
Dębniki Obozowa,Kraków,366000,40.5
Nowe Miasto Rataje,Poznań,294170,35.23
Wola Muranów Miła,Warszawa,667000,48.58
Śródmieście Nowy Świat,Warszawa,3246600,154.5
Dębniki Rydlówka,Kraków,449000,43.9
Mokotów ul Białego Dębu 1,Warszawa,743300,52.35
Nowe Miasto Starołęka,Poznań,292000,36.5
Śródmieście,Warszawa,599900,36.0
Nowe Miasto Malta ul Katowicka,Poznań,549912,75.85
Wawer ul Celulozy,Warszawa,520000,120.0
Podgórze Bagrowa,Kraków,635000,47.0
PragaPołudnie,Warszawa,549000,65.0
Wilanów Zawady,Warszawa,812500,91.49
Grzegórzki ul Grzegórzecka,Kraków,405600,27.04
Wola,Warszawa,610800,64.0
Ursus,Warszawa,515000,66.21
PragaPołudnie Gocławek Naddnieprzańska,Warszawa,755000,81.29
Jeżyce ul św Wawrzyńca,Poznań,512240,67.4
Grunwald Górczyn Jakuba Krauthofera,Poznań,269900,35.51
Białołęka,Warszawa,319000,30.0
Podgórze ul Stanisława Klimeckiego,Kraków,749000,75.76
Mistrzejowice,Kraków,450540,50.06
Mokotów Okęcka,Warszawa,495000,46.2
Podgórze,Kraków,449000,48.0
Mokotów,Warszawa,420000,34.0
Krowodrza Radzikowskiego 56,Kraków,207480,21.84
Nowe Miasto Malta ul Katowicka,Poznań,703148,85.23
Włochy Fasolowa,Warszawa,954400,119.3
Nowa Huta,Kraków,585000,66.0
Żoliborz Rudzka,Warszawa,529400,42.4
PragaPołudnie,Warszawa,530000,46.0
Jeżyce ul św Wawrzyńca 11,Poznań,296780,31.24
Podgórze Duchackie Wola Duchacka Alfreda Dauna,Kraków,445000,62.4
Grunwald,Poznań,651000,86.85
Stare Miasto Wilczak Wilczak 16 A,Poznań,462693,60.09
Stare Miasto Centrum Podgórze 11,Poznań,1515971,127.93
Ursynów,Warszawa,320000,18.0
Nowe Miasto Rataje Milczańska Katowicka,Poznań,465000,63.8
Nowa Huta Czyżyny ul Sołtysowska,Kraków,355167,38.19
Ochota Aleje Jerozolimskie,Warszawa,555000,44.1
Grzegórzki ul płk Francesco Nullo,Kraków,790650,70.28
Białołęka Lewandów Leona Berensona,Warszawa,535000,65.18
Mokotów,Warszawa,389000,30.0
Stare Miasto Bracka,Kraków,1525000,64.6
Zwierzyniec Salwator Kasztelańska,Kraków,898172,60.28
Jeżyce,Poznań,520000,88.0
Dębniki Skotniki ul Aleksandra Zelwerowicza,Kraków,695000,90.6
Bemowo,Warszawa,1150000,142.7
Bronowice Eljasza Walerego Radzikowskiego,Kraków,515000,54.38
małopolskie,Kraków,409000,44.21
Podgórze ul Stanisława Klimeckiego,Kraków,539000,50.8
Wilanów al Aleja Rzeczypospolitej,Warszawa,980000,73.3
Centrum,Warszawa,339999,18.0
Wola,Warszawa,620000,44.2
Mistrzejowice,Kraków,435520,48.18
Bronowice,Kraków,469000,46.21
Śródmieście,Warszawa,750000,50.0
Krowodrza Królewska,Kraków,550000,47.0
Śródmieście Inflancka,Warszawa,699000,59.0
Śródmieście al 29 Listopada,Kraków,404000,43.0
Nowa Huta Czyżyny,Kraków,439000,56.46
Grunwald Łazarz ok City Park,Poznań,1120662,139.0
Bieńczyce Na Lotnisku,Kraków,260000,37.0
Białołęka,Warszawa,500000,54.0
Wzgórza Krzesławickie ul Gustawa Morcinka,Kraków,396792,55.11
Podgórze,Kraków,279000,37.81
Ursynów,Warszawa,404000,34.0
Zwierzyniec Wola Justowska,Kraków,635000,63.59
Mokotów Górny Mokotów Bukietowa,Warszawa,570000,46.94
Podgórze,Kraków,700000,70.6
Nowa Huta Czyżyny ul Galicyjska,Kraków,349000,26.0
Nowe Miasto Rataje,Poznań,291217,35.23
Bemowo,Warszawa,639000,96.0
Mokotów ul Komputerowa,Warszawa,1420000,84.5
Nowa Huta,Kraków,410000,48.0
Włochy Stare Włochy Al Jerozolimskie,Warszawa,1312500,125.0
Bielany Marymont Ul Słowiańska 23,Warszawa,704013,49.93
Ursynów,Warszawa,739000,70.0
Krowodrza Bronowicka,Kraków,637215,55.41
Żoliborz ul Dymińska,Warszawa,460000,37.0
PragaPołudnie Gocław al J NowakaJeziorańskiego,Warszawa,615200,60.9
Żoliborz Sady Żoliborskie,Warszawa,355000,27.0
Jeżyce ul św Wawrzyńca 11,Poznań,669377,91.57
Mokotów,Warszawa,2450000,155.0
Podgórze Stare Podgórze Wielicka,Kraków,480000,53.5
Wola Siedmiogrodzka,Warszawa,527460,35.4
Włochy CH Reduta Blue City,Warszawa,573000,61.05
Grzegórzki ul Grzegórzecka,Kraków,496650,33.11
Krowodrza Łobzów al Kijowska,Kraków,740000,53.0
Nowe Miasto Malta Nowe Miasto Malta,Poznań,343980,36.0
Stare Miasto Trójpole PiątkowskaTrójpole,Poznań,1100000,136.47
PragaPołudnie Międzyborska,Warszawa,398000,32.0
Prądnik Biały Prądnicka,Kraków,330000,36.33
